L	M	σ	seed	order	n	η0	α	ApK	h0	γ	NpL	p	trust	tolerance	K	A	a0	N	fp	nfev	time	bytes
20	20000	0.0	0	1	1	0.01	0.602	0.0	0.02	0.101	1.0	1.0	1.0	Inf	10000	0.0	0.01	20	0.9794371130740697	30001	1.38e-5	1984
20	20000	0.0	0	2	1	0.01	0.602	0.0	0.02	0.101	1.0	1.0	Inf	Inf	5000	0.0	0.01	20	0.9797147042812782	25001	0.0002626	41184
20	20000	0.0	0	1	4	0.01	0.602	0.0	0.02	0.101	1.0	1.0	1.0	Inf	2500	0.0	0.01	20	0.9836456669136117	22501	4.65e-5	6496
20	20000	0.0	0	2	4	0.01	0.602	0.0	0.02	0.101	1.0	1.0	Inf	Inf	1250	0.0	0.01	20	0.9853055090064233	21251	0.0003034	45696
20	20000	0.0	0	1	16	0.01	0.602	0.0	0.02	0.101	1.0	1.0	1.0	Inf	625	0.0	0.01	20	0.9865774590333241	20626	0.0003709	24544
20	20000	0.0	0	2	16	0.01	0.602	0.0	0.02	0.101	1.0	1.0	Inf	Inf	312	0.0	0.01	20	0.9896742725344149	20281	0.0004408	63520
20	20000	0.0	0	1	64	0.01	0.602	0.0	0.02	0.101	1.0	1.0	1.0	Inf	156	0.0	0.01	20	0.9885745287000979	20125	0.0007077	96576
20	20000	0.0	0	2	64	0.01	0.602	0.0	0.02	0.101	1.0	1.0	Inf	Inf	78	0.0	0.01	20	0.9927100532523181	20047	0.001167	135712
20	20000	0.0	0	1	1	0.1	0.602	0.0	0.02	0.101	1.0	1.0	1.0	Inf	10000	0.0	0.1	20	0.8606535927334168	30001	1.38e-5	1984
20	20000	0.0	0	2	1	0.1	0.602	0.0	0.02	0.101	1.0	1.0	Inf	Inf	5000	0.0	0.1	20	0.9340621067535538	25001	0.0002722	41184
20	20000	0.0	0	1	4	0.1	0.602	0.0	0.02	0.101	1.0	1.0	1.0	Inf	2500	0.0	0.1	20	0.9003529171671714	22501	4.68e-5	6496
20	20000	0.0	0	2	4	0.1	0.602	0.0	0.02	0.101	1.0	1.0	Inf	Inf	1250	0.0	0.1	20	0.9700153100259721	21251	0.0002989	45696
20	20000	0.0	0	1	16	0.1	0.602	0.0	0.02	0.101	1.0	1.0	1.0	Inf	625	0.0	0.1	20	0.9469766637986761	20626	0.0001757	24544
20	20000	0.0	0	2	16	0.1	0.602	0.0	0.02	0.101	1.0	1.0	Inf	Inf	312	0.0	0.1	20	0.9644376292288762	20281	0.0004508	63520
20	20000	0.0	0	1	64	0.1	0.602	0.0	0.02	0.101	1.0	1.0	1.0	Inf	156	0.0	0.1	20	0.9684041079136926	20125	0.0008572	96576
20	20000	0.0	0	2	64	0.1	0.602	0.0	0.02	0.101	1.0	1.0	Inf	Inf	78	0.0	0.1	20	0.9717580687789603	20047	0.0009774	135712
20	20000	0.0	0	1	1	0.6283185307179586	0.602	0.0	0.02	0.101	1.0	1.0	1.0	Inf	10000	0.0	0.6283185307179586	20	0.4593877040675484	30001	1.35e-5	1984
20	20000	0.0	0	2	1	0.6283185307179586	0.602	0.0	0.02	0.101	1.0	1.0	Inf	Inf	5000	0.0	0.6283185307179586	20	1.3103193194870771e141	25001	0.0002621	41184
20	20000	0.0	0	1	4	0.6283185307179586	0.602	0.0	0.02	0.101	1.0	1.0	1.0	Inf	2500	0.0	0.6283185307179586	20	0.46667738535494346	22501	4.63e-5	6496
20	20000	0.0	0	2	4	0.6283185307179586	0.602	0.0	0.02	0.101	1.0	1.0	Inf	Inf	1250	0.0	0.6283185307179586	20	4.088797681910369e74	1089	0.00027	45472
20	20000	0.0	0	1	16	0.6283185307179586	0.602	0.0	0.02	0.101	1.0	1.0	1.0	Inf	625	0.0	0.6283185307179586	20	0.6886865799056622	20626	0.0001779	24544
20	20000	0.0	0	2	16	0.6283185307179586	0.602	0.0	0.02	0.101	1.0	1.0	Inf	Inf	312	0.0	0.6283185307179586	20	4.6157760378027727e33	20281	0.0004503	63520
20	20000	0.0	0	1	64	0.6283185307179586	0.602	0.0	0.02	0.101	1.0	1.0	1.0	Inf	156	0.0	0.6283185307179586	20	0.8597909671687757	20125	0.0007142	96576
20	20000	0.0	0	2	64	0.6283185307179586	0.602	0.0	0.02	0.101	1.0	1.0	Inf	Inf	78	0.0	0.6283185307179586	20	41565.67522857824	20047	0.0010098	135712
20	20000	0.0	0	1	1	1.0	0.602	0.0	0.02	0.101	1.0	1.0	1.0	Inf	10000	0.0	1.0	20	0.34160999627057026	30001	1.66e-5	1984
20	20000	0.0	0	2	1	1.0	0.602	0.0	0.02	0.101	1.0	1.0	Inf	Inf	5000	0.0	1.0	20	5.958061274181605e132	176	0.0006635	40960
20	20000	0.0	0	1	4	1.0	0.602	0.0	0.02	0.101	1.0	1.0	1.0	Inf	2500	0.0	1.0	20	0.3540294528091221	22501	4.74e-5	6496
20	20000	0.0	0	2	4	1.0	0.602	0.0	0.02	0.101	1.0	1.0	Inf	Inf	1250	0.0	1.0	20	1.2491079448388231e71	426	0.0002961	45472
20	20000	0.0	0	1	16	1.0	0.602	0.0	0.02	0.101	1.0	1.0	1.0	Inf	625	0.0	1.0	20	0.6044872295919312	20626	0.0001791	24544
20	20000	0.0	0	2	16	1.0	0.602	0.0	0.02	0.101	1.0	1.0	Inf	Inf	312	0.0	1.0	20	5.58521614065735e32	20281	0.000481	63520
20	20000	0.0	0	1	64	1.0	0.602	0.0	0.02	0.101	1.0	1.0	1.0	Inf	156	0.0	1.0	20	0.8513383702343843	20125	0.0012461	96576
20	20000	0.0	0	2	64	1.0	0.602	0.0	0.02	0.101	1.0	1.0	Inf	Inf	78	0.0	1.0	20	7.058789750848875e35	20047	0.0035984	135712
20	20000	0.0	0	1	1	0.01	1.0	0.0	0.02	0.101	1.0	1.0	1.0	Inf	10000	0.0	0.01	20	0.9942807204007055	30001	1.65e-5	1984
20	20000	0.0	0	2	1	0.01	1.0	0.0	0.02	0.101	1.0	1.0	Inf	Inf	5000	0.0	0.01	20	0.9977215177508354	25001	0.0002969	41184
20	20000	0.0	0	1	4	0.01	1.0	0.0	0.02	0.101	1.0	1.0	1.0	Inf	2500	0.0	0.01	20	0.9913634236199095	22501	4.65e-5	6496
20	20000	0.0	0	2	4	0.01	1.0	0.0	0.02	0.101	1.0	1.0	Inf	Inf	1250	0.0	0.01	20	0.9972642546115711	21251	0.0003296	45696
20	20000	0.0	0	1	16	0.01	1.0	0.0	0.02	0.101	1.0	1.0	1.0	Inf	625	0.0	0.01	20	0.991528913816464	20626	0.0001785	24544
20	20000	0.0	0	2	16	0.01	1.0	0.0	0.02	0.101	1.0	1.0	Inf	Inf	312	0.0	0.01	20	0.9973373860556686	20281	0.0004475	63520
20	20000	0.0	0	1	64	0.01	1.0	0.0	0.02	0.101	1.0	1.0	1.0	Inf	156	0.0	0.01	20	0.9925179129773868	20125	0.0007022	96576
20	20000	0.0	0	2	64	0.01	1.0	0.0	0.02	0.101	1.0	1.0	Inf	Inf	78	0.0	0.01	20	0.9970601982132488	20047	0.0010064	135712
20	20000	0.0	0	1	1	0.1	1.0	0.0	0.02	0.101	1.0	1.0	1.0	Inf	10000	0.0	0.1	20	0.9841257383921123	30001	1.36e-5	1984
20	20000	0.0	0	2	1	0.1	1.0	0.0	0.02	0.101	1.0	1.0	Inf	Inf	5000	0.0	0.1	20	0.9889295986878184	25001	0.0002639	41184
20	20000	0.0	0	1	4	0.1	1.0	0.0	0.02	0.101	1.0	1.0	1.0	Inf	2500	0.0	0.1	20	0.9760739600514682	22501	5.15e-5	6496
20	20000	0.0	0	2	4	0.1	1.0	0.0	0.02	0.101	1.0	1.0	Inf	Inf	1250	0.0	0.1	20	0.9927712708665362	21251	0.0003039	45696
20	20000	0.0	0	1	16	0.1	1.0	0.0	0.02	0.101	1.0	1.0	1.0	Inf	625	0.0	0.1	20	0.9804514264204497	20626	0.0002131	24544
20	20000	0.0	0	2	16	0.1	1.0	0.0	0.02	0.101	1.0	1.0	Inf	Inf	312	0.0	0.1	20	0.9871695545830704	20281	0.0005837	63520
20	20000	0.0	0	1	64	0.1	1.0	0.0	0.02	0.101	1.0	1.0	1.0	Inf	156	0.0	0.1	20	0.9832237327237294	20125	0.001325	96576
20	20000	0.0	0	2	64	0.1	1.0	0.0	0.02	0.101	1.0	1.0	Inf	Inf	78	0.0	0.1	20	0.9867271651776212	20047	0.0010077	135712
20	20000	0.0	0	1	1	0.6283185307179586	1.0	0.0	0.02	0.101	1.0	1.0	1.0	Inf	10000	0.0	0.6283185307179586	20	0.9496943273849352	30001	1.31e-5	1984
20	20000	0.0	0	2	1	0.6283185307179586	1.0	0.0	0.02	0.101	1.0	1.0	Inf	Inf	5000	0.0	0.6283185307179586	20	0.9581269836974258	25001	0.000265	41184
20	20000	0.0	0	1	4	0.6283185307179586	1.0	0.0	0.02	0.101	1.0	1.0	1.0	Inf	2500	0.0	0.6283185307179586	20	0.8993161635275765	22501	7.04e-5	6496
20	20000	0.0	0	2	4	0.6283185307179586	1.0	0.0	0.02	0.101	1.0	1.0	Inf	Inf	1250	0.0	0.6283185307179586	20	0.9870745747041108	21251	0.0003167	45696
20	20000	0.0	0	1	16	0.6283185307179586	1.0	0.0	0.02	0.101	1.0	1.0	1.0	Inf	625	0.0	0.6283185307179586	20	0.9216747915868543	20626	0.0002136	24544
20	20000	0.0	0	2	16	0.6283185307179586	1.0	0.0	0.02	0.101	1.0	1.0	Inf	Inf	312	0.0	0.6283185307179586	20	0.9661026017835098	20281	0.0007999	63520
20	20000	0.0	0	1	64	0.6283185307179586	1.0	0.0	0.02	0.101	1.0	1.0	1.0	Inf	156	0.0	0.6283185307179586	20	0.9481920245751144	20125	0.0009093	96576
20	20000	0.0	0	2	64	0.6283185307179586	1.0	0.0	0.02	0.101	1.0	1.0	Inf	Inf	78	0.0	0.6283185307179586	20	0.970355821787008	20047	0.0017157	135712
20	20000	0.0	0	1	1	1.0	1.0	0.0	0.02	0.101	1.0	1.0	1.0	Inf	10000	0.0	1.0	20	0.9413578374337565	30001	2.6e-5	1984
20	20000	0.0	0	2	1	1.0	1.0	0.0	0.02	0.101	1.0	1.0	Inf	Inf	5000	0.0	1.0	20	0.947799662400255	25001	0.0003634	41184
20	20000	0.0	0	1	4	1.0	1.0	0.0	0.02	0.101	1.0	1.0	1.0	Inf	2500	0.0	1.0	20	0.8559265923029133	22501	8.29e-5	6496
20	20000	0.0	0	2	4	1.0	1.0	0.0	0.02	0.101	1.0	1.0	Inf	Inf	1250	0.0	1.0	20	1.1926957209717066e29	21251	0.0003959	45696
20	20000	0.0	0	1	16	1.0	1.0	0.0	0.02	0.101	1.0	1.0	1.0	Inf	625	0.0	1.0	20	0.8775559969400052	20626	0.0002119	24544
20	20000	0.0	0	2	16	1.0	1.0	0.0	0.02	0.101	1.0	1.0	Inf	Inf	312	0.0	1.0	20	1.8223673199302507e32	20281	0.0004955	63520
20	20000	0.0	0	1	64	1.0	1.0	0.0	0.02	0.101	1.0	1.0	1.0	Inf	156	0.0	1.0	20	0.9261770620575186	20125	0.0009567	96576
20	20000	0.0	0	2	64	1.0	1.0	0.0	0.02	0.101	1.0	1.0	Inf	Inf	78	0.0	1.0	20	0.9370537155618003	20047	0.0013032	135712
20	20000	0.0	0	1	1	0.01	0.602	0.1	0.02	0.101	1.0	1.0	1.0	Inf	10000	1000.0	0.6401198792503472	20	0.4767207456879184	30001	1.38e-5	1984
20	20000	0.0	0	2	1	0.01	0.602	0.1	0.02	0.101	1.0	1.0	Inf	Inf	5000	500.0	0.4219901471793168	20	5.687775599678345e34	25001	0.0002638	41184
20	20000	0.0	0	1	4	0.01	0.602	0.1	0.02	0.101	1.0	1.0	1.0	Inf	2500	250.0	0.2783579185360121	20	0.8354083606270915	22501	4.9e-5	6496
20	20000	0.0	0	2	4	0.01	0.602	0.1	0.02	0.101	1.0	1.0	Inf	Inf	1250	125.0	0.1838328279676258	20	0.9453485284552433	21251	0.000486	45696
20	20000	0.0	0	1	16	0.01	0.602	0.1	0.02	0.101	1.0	1.0	1.0	Inf	625	62.5	0.12169417269950084	20	0.9562582583947504	20626	0.0003916	24544
20	20000	0.0	0	2	16	0.01	0.602	0.1	0.02	0.101	1.0	1.0	Inf	Inf	312	31.200000000000003	0.08085916174625053	20	0.9704737481889975	20281	0.0004454	63520
20	20000	0.0	0	1	64	0.01	0.602	0.1	0.02	0.101	1.0	1.0	1.0	Inf	156	15.600000000000001	0.05426315847816074	20	0.9824842611838431	20125	0.0007091	96576
20	20000	0.0	0	2	64	0.01	0.602	0.1	0.02	0.101	1.0	1.0	Inf	Inf	78	7.800000000000001	0.03703211945055782	20	0.9849977537981701	20047	0.0009893	135712
20	20000	0.0	0	1	1	0.1	0.602	0.1	0.02	0.101	1.0	1.0	1.0	Inf	10000	1000.0	6.401198792503472	20	0.43225115640003425	30001	1.38e-5	1984
20	20000	0.0	0	2	1	0.1	0.602	0.1	0.02	0.101	1.0	1.0	Inf	Inf	5000	500.0	4.219901471793168	20	1.6518649191028133e28	166	0.0003381	40960
20	20000	0.0	0	1	4	0.1	0.602	0.1	0.02	0.101	1.0	1.0	1.0	Inf	2500	250.0	2.7835791853601215	20	0.36551353085722693	22501	4.74e-5	6496
20	20000	0.0	0	2	4	0.1	0.602	0.1	0.02	0.101	1.0	1.0	Inf	Inf	1250	125.0	1.838328279676258	20	1.5091096960064595e88	1174	0.0003046	45472
20	20000	0.0	0	1	16	0.1	0.602	0.1	0.02	0.101	1.0	1.0	1.0	Inf	625	62.5	1.2169417269950085	20	0.6034295367381816	20626	0.0001761	24544
20	20000	0.0	0	2	16	0.1	0.602	0.1	0.02	0.101	1.0	1.0	Inf	Inf	312	31.200000000000003	0.8085916174625054	20	7.931571112145026e30	20281	0.0005238	63520
20	20000	0.0	0	1	64	0.1	0.602	0.1	0.02	0.101	1.0	1.0	1.0	Inf	156	15.600000000000001	0.5426315847816074	20	0.8951742247067869	20125	0.0010018	96576
20	20000	0.0	0	2	64	0.1	0.602	0.1	0.02	0.101	1.0	1.0	Inf	Inf	78	7.800000000000001	0.3703211945055782	20	0.9530954629180852	20047	0.0017072	135712
20	20000	0.0	0	1	1	0.6283185307179586	0.602	0.1	0.02	0.101	1.0	1.0	1.0	Inf	10000	1000.0	40.219918201393526	20	1.9009882647770002	30001	1.4e-5	1984
20	20000	0.0	0	2	1	0.6283185307179586	0.602	0.1	0.02	0.101	1.0	1.0	Inf	Inf	5000	500.0	26.514422925316346	20	1.619741084918832e37	86	0.0005577	40960
20	20000	0.0	0	1	4	0.6283185307179586	0.602	0.1	0.02	0.101	1.0	1.0	1.0	Inf	2500	250.0	17.489743838825635	20	1.0051883313763934	22501	5.53e-5	6496
20	20000	0.0	0	2	4	0.6283185307179586	0.602	0.1	0.02	0.101	1.0	1.0	Inf	Inf	1250	125.0	11.550557236634589	20	1.785601204508757e67	528	0.0002883	45472
20	20000	0.0	0	1	16	0.6283185307179586	0.602	0.1	0.02	0.101	1.0	1.0	1.0	Inf	625	62.5	7.646270378748787	20	0.7727015555330674	20626	0.0001813	24544
20	20000	0.0	0	2	16	0.6283185307179586	0.602	0.1	0.02	0.101	1.0	1.0	Inf	Inf	312	31.200000000000003	5.08053097034899	20	4.822312917812531e31	20281	0.0005726	63520
20	20000	0.0	0	1	64	0.6283185307179586	0.602	0.1	0.02	0.101	1.0	1.0	1.0	Inf	156	15.600000000000001	3.4094548007113694	20	1.0126792577130979	20125	0.0008414	96576
20	20000	0.0	0	2	64	0.6283185307179586	0.602	0.1	0.02	0.101	1.0	1.0	Inf	Inf	78	7.800000000000001	2.326796688254643	20	7.222743002904692e31	20047	0.0009803	135712
20	20000	0.0	0	1	1	1.0	0.602	0.1	0.02	0.101	1.0	1.0	1.0	Inf	10000	1000.0	64.01198792503472	20	1.790029421601261	30001	1.42e-5	1984
20	20000	0.0	0	2	1	1.0	0.602	0.1	0.02	0.101	1.0	1.0	Inf	Inf	5000	500.0	42.19901471793168	20	6.388669637918036e166	141	0.0002488	40960
20	20000	0.0	0	1	4	1.0	0.602	0.1	0.02	0.101	1.0	1.0	1.0	Inf	2500	250.0	27.83579185360121	20	1.90964771088803	22501	4.67e-5	6496
20	20000	0.0	0	2	4	1.0	0.602	0.1	0.02	0.101	1.0	1.0	Inf	Inf	1250	125.0	18.38328279676258	20	1.0872046866598221e45	154	0.0003521	45472
20	20000	0.0	0	1	16	1.0	0.602	0.1	0.02	0.101	1.0	1.0	1.0	Inf	625	62.5	12.169417269950083	20	1.0844283823491279	20626	0.0003526	24544
20	20000	0.0	0	2	16	1.0	0.602	0.1	0.02	0.101	1.0	1.0	Inf	Inf	312	31.200000000000003	8.085916174625053	20	4.9882324794172075e31	20281	0.0006102	63520
20	20000	0.0	0	1	64	1.0	0.602	0.1	0.02	0.101	1.0	1.0	1.0	Inf	156	15.600000000000001	5.426315847816074	20	1.113553755014006	20125	0.0007099	96576
20	20000	0.0	0	2	64	1.0	0.602	0.1	0.02	0.101	1.0	1.0	Inf	Inf	78	7.800000000000001	3.703211945055782	20	7.180613857109467e34	20047	0.0009989	135712
20	20000	0.0	0	1	1	0.01	1.0	0.1	0.02	0.101	1.0	1.0	1.0	Inf	10000	1000.0	10.01	20	0.6547634701646262	30001	1.41e-5	1984
20	20000	0.0	0	2	1	0.01	1.0	0.1	0.02	0.101	1.0	1.0	Inf	Inf	5000	500.0	5.01	20	1.5139583309078064e49	25001	0.0003229	41184
20	20000	0.0	0	1	4	0.01	1.0	0.1	0.02	0.101	1.0	1.0	1.0	Inf	2500	250.0	2.5100000000000002	20	0.9010241049582243	22501	5.85e-5	6496
20	20000	0.0	0	2	4	0.01	1.0	0.1	0.02	0.101	1.0	1.0	Inf	Inf	1250	125.0	1.26	20	0.9609032768903304	21251	0.000296	45696
20	20000	0.0	0	1	16	0.01	1.0	0.1	0.02	0.101	1.0	1.0	1.0	Inf	625	62.5	0.635	20	0.9707172503367211	20626	0.0002934	24544
20	20000	0.0	0	2	16	0.01	1.0	0.1	0.02	0.101	1.0	1.0	Inf	Inf	312	31.200000000000003	0.322	20	0.9781809627314226	20281	0.0005331	63520
20	20000	0.0	0	1	64	0.01	1.0	0.1	0.02	0.101	1.0	1.0	1.0	Inf	156	15.600000000000001	0.166	20	0.9855980519661047	20125	0.0011382	96576
20	20000	0.0	0	2	64	0.01	1.0	0.1	0.02	0.101	1.0	1.0	Inf	Inf	78	7.800000000000001	0.08800000000000001	20	0.9898457852001727	20047	0.0019069	135712
20	20000	0.0	0	1	1	0.1	1.0	0.1	0.02	0.101	1.0	1.0	1.0	Inf	10000	1000.0	100.10000000000001	20	0.33018684182862074	30001	2.2e-5	1984
20	20000	0.0	0	2	1	0.1	1.0	0.1	0.02	0.101	1.0	1.0	Inf	Inf	5000	500.0	50.1	20	4.03775473079092e70	221	0.0002623	40960
20	20000	0.0	0	1	4	0.1	1.0	0.1	0.02	0.101	1.0	1.0	1.0	Inf	2500	250.0	25.1	20	0.3715293585045524	22501	4.79e-5	6496
20	20000	0.0	0	2	4	0.1	1.0	0.1	0.02	0.101	1.0	1.0	Inf	Inf	1250	125.0	12.600000000000001	20	4.653409583481314e51	800	0.0004949	45472
20	20000	0.0	0	1	16	0.1	1.0	0.1	0.02	0.101	1.0	1.0	1.0	Inf	625	62.5	6.3500000000000005	20	0.7540901242360318	20626	0.0002167	24544
20	20000	0.0	0	2	16	0.1	1.0	0.1	0.02	0.101	1.0	1.0	Inf	Inf	312	31.200000000000003	3.2200000000000006	20	0.9429713726429474	20281	0.0004467	63520
20	20000	0.0	0	1	64	0.1	1.0	0.1	0.02	0.101	1.0	1.0	1.0	Inf	156	15.600000000000001	1.6600000000000001	20	0.9348307176490318	20125	0.0010688	96576
20	20000	0.0	0	2	64	0.1	1.0	0.1	0.02	0.101	1.0	1.0	Inf	Inf	78	7.800000000000001	0.8800000000000001	20	0.9646072767718059	20047	0.0019171	135712
20	20000	0.0	0	1	1	0.6283185307179586	1.0	0.1	0.02	0.101	1.0	1.0	1.0	Inf	10000	1000.0	628.9468492486766	20	0.8537383108882778	30001	1.65e-5	1984
20	20000	0.0	0	2	1	0.6283185307179586	1.0	0.1	0.02	0.101	1.0	1.0	Inf	Inf	5000	500.0	314.78758388969726	20	2.10775783158942e65	91	0.0003458	40960
20	20000	0.0	0	1	4	0.6283185307179586	1.0	0.1	0.02	0.101	1.0	1.0	1.0	Inf	2500	250.0	157.70795121020763	20	0.5335987576359497	22501	4.74e-5	6496
20	20000	0.0	0	2	4	0.6283185307179586	1.0	0.1	0.02	0.101	1.0	1.0	Inf	Inf	1250	125.0	79.16813487046278	20	6.910549552454952e60	3894	0.0003208	45472
20	20000	0.0	0	1	16	0.6283185307179586	1.0	0.1	0.02	0.101	1.0	1.0	1.0	Inf	625	62.5	39.89822670059037	20	0.580677057884946	20626	0.0001806	24544
20	20000	0.0	0	2	16	0.6283185307179586	1.0	0.1	0.02	0.101	1.0	1.0	Inf	Inf	312	31.200000000000003	20.23185668911827	20	4.393968772482291e30	20281	0.0004991	63520
20	20000	0.0	0	1	64	0.6283185307179586	1.0	0.1	0.02	0.101	1.0	1.0	1.0	Inf	156	15.600000000000001	10.430087609918115	20	0.8836609046540405	20125	0.0008445	96576
20	20000	0.0	0	2	64	0.6283185307179586	1.0	0.1	0.02	0.101	1.0	1.0	Inf	Inf	78	7.800000000000001	5.529203070318037	20	8.06458802349972e37	20047	0.0013812	135712
20	20000	0.0	0	1	1	1.0	1.0	0.1	0.02	0.101	1.0	1.0	1.0	Inf	10000	1000.0	1001.0	20	1.3362464701580155	30001	1.5e-5	1984
20	20000	0.0	0	2	1	1.0	1.0	0.1	0.02	0.101	1.0	1.0	Inf	Inf	5000	500.0	501.0	20	3.3211098334045354e108	25001	0.0002384	41184
20	20000	0.0	0	1	4	1.0	1.0	0.1	0.02	0.101	1.0	1.0	1.0	Inf	2500	250.0	251.0	20	0.8205704801238516	22501	5.79e-5	6496
20	20000	0.0	0	2	4	1.0	1.0	0.1	0.02	0.101	1.0	1.0	Inf	Inf	1250	125.0	126.0	20	5.925862279967043e103	239	0.0002618	45472
20	20000	0.0	0	1	16	1.0	1.0	0.1	0.02	0.101	1.0	1.0	1.0	Inf	625	62.5	63.5	20	0.7559245288653457	20626	0.0001778	24544
20	20000	0.0	0	2	16	1.0	1.0	0.1	0.02	0.101	1.0	1.0	Inf	Inf	312	31.200000000000003	32.2	20	2.4484442220289074e29	20281	0.0004452	63520
20	20000	0.0	0	1	64	1.0	1.0	0.1	0.02	0.101	1.0	1.0	1.0	Inf	156	15.600000000000001	16.6	20	0.9365173439574531	20125	0.0007001	96576
20	20000	0.0	0	2	64	1.0	1.0	0.1	0.02	0.101	1.0	1.0	Inf	Inf	78	7.800000000000001	8.8	20	5.234041592461586e31	20047	0.0009777	135712
